Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
604,0,103.94,90.79,82.37,76.29,141.84
605,0,104.69,90.61,82.66,77.47,143.09
606,0,104.82,90.34,82.73,78.38,144.14
607,1,105.31,89.12,82.73,78.57,145.11
608,0,100,100,80,60,120
609,0,100.35,99.57,80.46,60.67,120.15
610,0,101.15,99.53,80.5,64.61,121.57
611,0,101.15,98.79,80.54,66.97,122.34
612,0,101.41,98.29,80.58,66.97,123.82
613,0,101.46,96.83,81.08,67.1,125.22
614,0,101.47,96.51,81.29,68.05,126.88
615,0,101.55,96.38,81.5,70.12,126.91
616,0,102.06,94.91,81.7,71.5,127.22
617,0,102.13,93.51,81.75,73.82,127.32
618,0,103.04,92.66,81.79,74.3,129.85
619,0,103.55,90.95,81.9,75.37,130.86
620,0,103.56,90.91,81.98,76.09,131.34
621,0,104.07,90.28,82.03,77.34,131.7
622,1,104.11,89.55,82.09,77.76,131.84
623,0,100,100,80,60,120
624,0,100.16,99.79,80.06,60.01,123.8
625,0,100.52,99.49,80.13,61.18,128.98
626,0,100.52,99.47,80.57,62.19,130.99
627,0,101,98.2,80.77,62.86,131.17
628,0,101.21,98.05,81.17,63.68,132.3
629,0,102.09,98.04,81.35,64.93,135.14
630,0,103.45,97.5,81.35,65.6,135.61
631,0,103.73,97.36,81.43,66.25,136.6
632,0,104.19,97.2,81.62,68,136.67
633,0,104.2,92.99,81.99,68.34,136.72
634,0,104.32,92.97,82.17,69.94,138.74
635,0,104.58,92.82,82.6,71.41,140.84
636,0,105.03,91.46,82.65,72.08,141.37
637,0,105.09,90.75,82.7,72.93,144.54
638,1,105.88,89.89,82.87,73.28,146.39
639,0,100,100,80,60,120
640,0,100.46,99.43,80.47,60.63,120.95
641,0,101.53,98.98,80.48,60.78,121.38
642,0,101.7,97.85,80.52,62,121.75
643,0,101.79,97.84,80.58,64.12,122.17
644,0,102.47,97.6,80.61,65.92,123.2
645,0,102.97,96.74,80.77,66.17,123.21
646,0,103.3,95.53,80.82,67.94,123.65
647,0,103.48,95.26,81.05,69.3,125
648,0,103.72,94.86,81.37,70.64,126.52
649,0,103.81,94.62,81.76,70.71,126.77
650,0,103.91,94.06,82.05,71.18,127.22
651,0,104.03,93.65,82.17,71.18,127.27
652,0,104.33,93.5,82.23,71.41,128.17
653,0,104.65,92.51,82.47,72.56,128.48
654,0,105.14,90.52,82.93,73.04,129.05
655,1,105.24,89.48,83.4,73.41,129.24
656,0,100,100,80,60,120
657,0,100.43,98.93,80.19,63.29,120.57
658,0,100.47,97.73,80.21,63.67,122.27
659,0,100.98,97.25,80.35,66.08,123.21
660,0,101.25,97.24,80.64,66.96,123.43
661,0,101.32,96.16,80.64,69.66,125
662,0,101.79,94.77,80.68,70.17,125.74
663,0,102.7,93.58,81,72.62,126.76
664,0,102.79,93.23,81.07,73.24,127.81
665,0,103.68,90.87,81.12,73.33,128.61
666,1,104.09,89.85,81.15,74.5,129.09
667,0,100,100,80,60,120
668,0,100.02,99.58,80.17,60.03,120.07
669,1,100.35,99.42,80.38,60.15,120.95
670,0,100,100,80,60,120
671,0,100.54,97.1,80.78,60.67,120.7
672,0,101.68,96.83,80.89,61.89,122.34
673,0,101.94,96.58,81.01,63.34,123.86
674,0,102.27,96.3,81.02,64.15,125.96
675,0,102.29,96.25,81.38,65.97,126.26
676,0,102.95,95.44,81.65,66.01,126.81
677,0,102.96,94.69,81.7,66.17,128.01
678,0,102.98,93.95,82.03,68.84,128.37
679,0,103.28,93.55,82.09,69.98,133.17
680,0,103.52,93.5,82.16,71.06,134.12
681,0,103.75,92.44,82.52,71.62,135.49
682,0,103.95,92.44,82.9,72.23,135.83
683,0,105.12,92.41,83.05,75.18,136.16
684,0,105.51,91.06,83.07,76.41,137.24
685,0,106.08,90.72,83.17,76.87,138.15
686,1,106.42,89.8,83.21,77.11,139.46
687,0,100,100,80,60,120
688,0,100.44,98.29,80,60.02,120.89
689,0,100.55,98.11,80.05,60.26,121.33
690,0,100.78,96.2,80.06,62.36,122.28
691,0,100.87,95.37,80.16,63.38,123.22
692,0,101.01,94.13,80.41,64.2,123.26
693,0,101.08,93.41,80.43,64.88,125.16
694,0,101.19,93.28,80.43,64.89,126.17
695,0,101.22,92.08,81.03,66.18,126.93
696,0,101.31,91.1,81.04,69.01,127.47
697,0,101.54,91.04,81.15,70.51,128.77
698,0,101.59,90.27,81.37,74.47,129.35
699,0,101.84,90.06,81.38,74.9,131.4
700,1,102.04,89.24,81.89,75.29,133.59
701,0,100,100,80,60,120
702,0,100.54,97.15,80.28,60.19,123.19
703,0,100.8,96.48,80.87,60.73,125.7
704,0,100.95,95.85,81.07,60.73,128.74
705,0,101.07,95.56,81.07,63.76,128.86
706,0,101.1,95.36,81.35,67.04,130.72
707,0,101.14,95.22,81.79,67.72,130.93
708,0,101.52,94.9,81.8,68.87,132.18
709,0,102.09,94.23,81.98,68.87,132.59
710,0,102.27,94.06,82,68.93,134.86
711,0,102.9,93.07,82.1,72.03,135.25
712,0,102.95,92.51,82.26,72.25,135.55
713,0,103.11,92.19,82.38,73.19,136.63
714,0,103.15,91.87,83.02,74.2,136.87
715,0,104.17,91.85,83.63,74.43,139.22
716,0,104.44,91.51,83.95,75.79,141.93
717,1,104.45,91.29,84.2,76.48,143.62
718,0,100,100,80,60,120
719,0,100.13,99.45,80.06,66.68,123.9
720,0,100.5,99.33,80.3,67.09,125.71
721,0,101.03,98.64,80.39,68.82,126.07
722,0,102.06,97.8,80.47,69.16,126.98
723,0,102.31,97.53,80.74,72,130.18
724,0,102.33,95.93,80.75,73.4,131
725,0,102.34,94.59,81.38,74.71,131.59
726,0,103.23,93.6,81.85,76.55,131.83
727,0,103.24,92.52,82.13,76.62,132.3
728,0,103.25,91.85,82.3,78.06,133.49
729,0,104.3,91.79,82.35,80.24,138.37
730,0,104.5,91.53,82.39,82.55,138.98
731,1,105.23,89.58,82.55,84.1,139.88
732,0,100,100,80,60,120
733,0,100.33,99.11,80.02,63.57,120.23
734,0,100.36,98.65,80.04,65.26,121.96
735,0,100.81,96.71,80.1,68.8,123.99
736,0,100.82,96.02,81.29,70.03,124.13
737,0,101.15,94.69,81.42,70.97,125.08
738,0,101.43,94.62,81.51,73.3,127.42
739,0,101.92,90.03,81.67,73.69,127.44
740,1,102.56,89.97,81.74,73.95,127.82
741,0,100,100,80,60,120
742,0,100.07,97.91,80.08,64.71,120.22
743,0,100.43,97.49,80.2,65.32,121.46
744,0,101.43,97.05,80.25,66.9,121.94
745,0,101.53,96.44,80.42,67.15,123.36
746,0,101.64,95.4,80.46,67.58,124.98
747,0,102.21,92.92,80.7,68.11,125.88
748,0,102.41,92.43,80.95,68.73,126.92
749,0,102.47,92.43,81.05,70.18,132.89
750,1,102.64,89.29,81.13,70.41,133.63
751,0,100,100,80,60,120
752,0,100.1,99.97,80.05,60.02,120.46
753,0,100.6,99.71,80.33,60.28,122.08
754,0,100.66,98.6,80.35,60.43,123.41
755,0,101.45,96.87,80.82,60.73,124.37
756,0,102.01,96.47,80.87,60.92,127.71
757,0,102.52,94.93,81.65,61.86,131.67
758,1,103.02,94.79,81.93,62.38,132.27
759,0,100,100,80,60,120
760,0,100.19,99.67,80.16,64.85,121.84
761,0,100.5,98.76,80.23,65.19,122.62
762,0,100.74,98.58,80.28,67.24,124.31
763,0,101.15,98.1,80.35,68.9,124.33
764,0,101.42,97.53,80.38,69.26,125.76
765,0,101.62,96.74,80.81,70.88,126.83
766,0,101.64,94.95,80.89,71.57,127.19
767,0,101.82,94.27,81.17,71.93,127.97
768,0,101.97,94.11,81.36,72.63,128.61
769,0,102.35,93.09,81.78,72.79,131.81
770,0,102.67,92.33,81.86,73.29,132.41
771,0,103.35,91.25,82.02,73.92,132.55
772,0,103.36,91.07,82.08,74.37,134.28
773,0,103.95,90.54,82.32,75.09,134.48
774,1,104.15,89.88,82.33,76.27,134.61
775,0,100,100,80,60,120
776,0,100.07,99.96,80.28,60.54,122.01
777,1,100.32,99.44,80.34,61.21,122.22
778,0,100,100,80,60,120
779,0,100.41,99.43,80.24,64.23,124.93
780,0,100.76,98.19,80.3,66.8,125.99
781,0,101.05,96.67,80.81,67.86,128.18
782,0,101.61,96.19,81.21,67.94,131.34
783,0,102.27,96.09,81.27,69.28,131.41
784,0,102.59,95.56,81.31,69.43,131.81
785,0,102.68,95.3,81.33,70.73,132.62
786,0,103.27,93.86,81.49,73.39,132.93
787,0,103.36,93.58,82,74.43,133.07
788,0,103.59,92.57,82.07,75.43,133.88
789,0,103.84,91.69,82.37,75.88,135.13
790,0,104.44,90.96,82.57,75.95,135.22
791,1,104.56,86.6,82.67,76.9,135.28
792,0,100,100,80,60,120
793,0,100.15,99.27,80.1,60.57,122.58
794,0,100.17,99.13,80.59,69.38,123.13
795,0,100.49,95.09,81.33,69.89,123.44
796,0,100.49,94.84,81.65,70.25,124.8
797,0,100.76,93.71,81.74,70.63,125.34
798,0,101.09,92.54,81.79,70.67,126.36
799,0,101.19,92.34,81.89,75.04,126.5
800,0,101.2,92.04,81.98,75.21,128.94
801,0,101.41,91.71,82.61,75.92,129.98
802,1,101.81,89.21,83.16,84.87,130.04
803,0,100,100,80,60,120
804,0,100.39,96.96,80.01,61.31,124.17
805,0,101.54,96.31,80.43,62.28,124.76
806,0,102.18,94.19,80.5,63.17,125.67
807,0,102.56,93.87,81.33,63.43,126.33
808,0,102.59,92.76,81.81,65.24,128.66
809,0,102.71,92.71,81.95,69.91,130.58
810,0,102.79,91.67,81.97,70.26,131.26
811,0,103.73,90.6,82.04,75.84,131.27
812,0,104.09,90.21,82.13,77.16,131.76
813,1,104.11,89.98,82.95,79.71,132.09
814,0,100,100,80,60,120
815,0,100.24,99.8,80.03,62,124.28
816,0,100.84,98.54,80.22,65.54,124.62
817,0,101.45,98.51,80.63,66.13,124.67
818,0,101.48,97.51,80.67,67.25,126.05
819,0,101.51,96.83,80.74,68.08,126.07
820,0,101.69,96.39,81.03,71.14,126.24
821,0,101.95,96.33,81.04,74.95,127.16
822,0,102.44,94.99,81.22,76.48,129.64
823,0,102.75,94.13,81.29,76.61,132.59
824,0,102.96,93.66,81.47,77.9,133.09
825,0,102.97,93.33,81.56,78.48,133.42
826,0,103.03,92.52,82.08,80.53,135.25
827,0,103.29,92.45,82.48,82.83,135.35
828,0,103.59,92.04,83.76,83.88,135.65
829,0,103.63,90.56,84.13,86,136.21
830,0,103.73,90.09,84.22,87.39,136.65
831,1,104.18,87.81,84.3,87.66,137.24
832,0,100,100,80,60,120
833,0,100.22,99.83,80.14,60.44,122.05
834,0,100.23,99.75,80.43,60.61,122.08
835,0,100.36,99.49,80.63,62.6,123.38
836,0,100.64,98.74,80.7,68.52,124.18
837,0,100.97,98.48,80.75,69.35,129.49
838,0,100.99,97.65,81.13,69.67,130.06
839,0,102.42,96.84,81.3,71.6,131.63
840,0,102.59,96.34,81.71,72.59,131.94
841,0,102.91,94.91,81.72,72.91,132.67
842,0,102.91,94.46,81.82,74.04,132.78
843,0,103.33,93.67,81.92,78.31,133.59
844,0,103.48,92.39,82.1,80.53,134.81
845,0,103.53,92.09,82.5,81.36,135.36
846,0,104.08,92.02,82.94,82.75,135.61
847,0,104.19,91.27,83.05,83.26,136.25
848,0,104.75,90.79,83.33,84.17,139.3
849,0,104.91,90.33,83.4,86.51,140.39
850,1,104.98,88.88,83.59,87.41,142.26
851,0,100,100,80,60,120
852,0,100.11,99.23,80.57,62.64,121.23
853,0,100.3,99.2,80.77,63.17,121.74
854,0,100.36,97.73,80.93,64.32,124.49
855,0,100.79,96.8,81.01,64.75,126.85
856,0,101.25,95.72,81.04,66.45,131.16
857,0,101.53,95.42,81.27,66.74,131.18
858,0,101.67,94.81,81.64,69.85,131.83
859,0,102.05,94.54,81.73,72.92,134.88
860,0,102.09,94.22,83.25,76.93,135.01
861,0,102.36,93.7,83.47,76.99,136.05
862,0,102.55,91.88,83.5,77.66,137.97
863,0,102.68,91.07,83.57,78.23,138.18
864,1,103.38,89.6,83.71,80.88,138.54
865,0,100,100,80,60,120
866,0,100.02,99.68,80.2,60.66,120.94
867,0,100.04,99.29,80.31,62.17,122.33
868,0,101.12,98.88,80.65,66.12,122.35
869,0,101.14,95.83,80.65,67.06,126.02
870,0,101.48,95.29,80.75,67.54,126.33
871,0,101.72,92.85,80.95,68.44,126.68
872,0,102.22,91.94,81.01,68.81,128.13
873,0,102.61,91.86,81.22,70.64,130.89
874,1,103.1,88.18,81.27,70.82,133.56
875,0,100,100,80,60,120
876,0,100.24,99.86,80.38,62.41,120.14
877,0,100.81,99.62,80.77,62.49,121.42
878,0,100.86,98.95,81.13,63.39,121.73
879,0,101.29,97.22,81.19,64.74,123.59
880,0,101.76,97.08,81.6,64.79,124.09
881,0,101.79,96.96,81.65,66.03,124.95
882,0,101.86,96.86,81.78,71.05,125.13
883,0,101.99,95.18,82.14,71.43,125.35
884,0,102.07,94.98,82.45,72.53,126.01
885,0,102.17,94.63,82.79,73.19,126.72
886,0,102.61,94.51,82.96,73.9,126.84
887,0,102.65,94.16,83.5,75.8,128.5
888,0,103.98,92.85,83.64,76.36,129.46
889,0,103.99,92.75,83.91,77.26,130.09
890,0,104.08,91.85,84.02,79.2,130.1
891,0,104.75,91.57,84.2,79.35,134.92
892,0,104.87,91.46,84.55,79.98,136.06
893,0,105.58,90.27,84.78,80.87,136.11
894,1,105.85,89.49,84.84,82.18,136.93
895,0,100,100,80,60,120
896,0,100.41,99.7,80.03,63.07,120.52
897,0,100.62,98.21,80.47,63.2,121.89
898,0,100.95,98.2,80.5,63.42,124.67
899,0,101.11,98.01,80.6,64.35,125.43
900,0,101.73,94.66,80.81,64.39,125.78
901,0,102.03,94.22,81.66,64.74,129.79
902,0,102.73,93.78,81.69,65.64,131.25
903,0,102.9,93.05,81.82,65.94,131.62
904,0,103.12,92.65,81.88,67.9,132.35
905,0,103.12,92.45,82.06,68.77,134.8
906,0,104.17,92.37,82.25,71.01,134.88
907,0,104.6,90.92,82.38,71.43,134.93
908,0,104.74,90.4,82.51,73.43,135.49
909,1,104.87,88.85,83,73.95,135.62
910,0,100,100,80,60,120
911,0,100.27,97.74,80.77,60.65,120.97
912,0,101.24,97.55,80.81,60.85,122.44
913,0,101.33,96.57,80.9,62.12,122.75
914,0,101.37,96.06,81.01,67.17,123.62
915,0,101.5,94.15,81.35,67.17,125.15
916,0,101.69,93.66,81.64,70.59,125.63
917,0,101.7,93.16,81.8,71.87,126.01
918,0,101.78,92.74,81.94,72.01,126.58
919,0,102.3,92.37,81.96,72.06,127.04
920,0,102.68,91.28,82.43,75.65,127.46
921,0,102.74,90.58,82.66,75.86,127.59
922,1,104.03,89.96,82.7,79.24,133.42
923,0,100,100,80,60,120
924,0,101.5,97.46,80.2,61.55,120.29
925,0,102.27,96.69,80.58,63.61,120.9
926,0,102.44,96.15,81.11,64.61,125.69
927,0,102.52,95.91,81.7,67.66,129.09
928,0,102.7,92.71,81.86,67.76,129.69
929,0,102.77,91.09,81.97,67.99,129.8
930,1,103,88.71,82.28,68.48,132.41
931,0,100,100,80,60,120
932,0,100.08,99.86,80,62.75,120.2
933,0,100.19,98.4,80.45,63.14,125.45
934,0,100.53,97.18,80.91,63.71,126.91
935,0,100.78,97.06,80.96,64.19,127.9
936,0,101.01,96.6,81.38,65.31,129.24
937,0,101.31,96.6,81.54,68.56,129.52
938,0,101.56,96.59,81.92,72.99,129.67
939,0,101.71,96.34,82.51,73.37,129.95
940,0,102.24,95.19,82.52,73.66,132.7
941,0,102.26,94.35,83.23,74.28,133.02
942,0,102.37,93.91,83.24,74.74,134.3
943,0,102.55,93.65,83.44,76.69,134.51
944,0,103.56,92.82,83.66,78.33,136.6
945,0,103.62,92.51,83.68,78.62,137.07
946,0,103.97,91.57,84.33,80.07,138.13
947,0,104.27,91.02,84.51,80.73,138.58
948,1,104.87,88.23,84.59,84.3,139.64
949,0,100,100,80,60,120
950,0,100.08,99.43,80.17,62.72,123.44
951,0,100.48,97.9,80.18,63.52,123.97
952,0,101.12,94.68,80.27,65.25,126.77
953,0,101.72,93.4,80.48,66.45,127.58
954,0,102.16,92.05,81.12,67.22,128.48
955,0,102.41,90.81,81.48,68.63,128.7
956,0,102.49,90.59,81.6,69.25,128.87
957,1,102.81,89.71,81.8,69.86,129.6
958,0,100,100,80,60,120
959,0,100.16,99.03,80.21,61,120.04
960,0,100.52,97.75,80.31,61.16,120.18
961,0,100.96,94.94,80.37,63.03,120.74
962,0,101.02,94.46,80.61,65.08,120.98
963,0,101.04,94.07,81.01,65.18,123.95
964,0,101.07,93.4,81.15,67.43,124.61
965,0,101.23,93.07,81.58,69.51,125.97
966,0,101.62,91.78,81.69,69.73,126.82
967,0,101.72,91.78,81.7,72.04,127.11
968,0,102.11,91.52,81.73,72.2,127.59
969,0,102.36,90.73,82.08,72.24,128.7
970,1,102.55,89.97,82.27,73.55,129.36
971,0,100,100,80,60,120
972,0,100.34,99.87,80.07,62.2,120.9
973,0,100.36,99.77,80.4,64.99,123.24
974,0,100.36,95.83,80.69,65.31,125.57
975,0,100.42,95.6,81.75,65.96,125.62
976,0,100.66,95.32,81.86,66.6,128.37
977,0,101.04,94.13,82.42,68.22,128.79
978,0,101.43,93.92,82.51,68.46,130.28
979,0,101.95,93.3,82.58,68.48,130.4
980,0,102.29,91.62,82.69,71.77,132.06
981,0,102.45,91,82.8,73.02,132.16
982,1,102.94,88.68,82.9,74,132.47
983,0,100,100,80,60,120
984,0,100.37,99.52,80.01,61.39,120.15
985,0,100.95,98.28,80.37,62.4,120.8
986,0,101.06,97.35,80.59,63.84,124.19
987,0,101.22,97.22,80.77,64.78,124.26
988,0,101.57,97.06,81.01,65,124.28
989,0,101.8,95.52,81.06,67.85,125.04
990,0,102.01,93.79,81.4,68.55,125.28
991,0,102.14,93.57,81.5,69.98,125.51
992,0,103.2,91.59,81.62,70.51,127.55
993,0,103.6,91.46,82.5,71.52,127.63
994,0,103.89,90.28,83.07,75.8,128.71
995,1,103.9,89.9,83.11,76.55,129.02
996,0,100,100,80,60,120
997,0,100,99.75,80.27,60.52,120.73
998,0,100.41,99.72,80.52,62.74,120.89
999,0,100.79,96.45,80.54,62.88,122.14
1000,0,100.89,95.36,80.61,63.72,123.52
1001,0,101.17,94.77,80.99,68.74,124.48
1002,0,101.6,94.53,81.04,69.65,126.54
1003,0,101.66,92.49,81.14,71.69,129.24
1004,0,102.79,91.89,81.14,75.67,129.66
1005,0,102.87,91.73,81.45,76.15,130.65
1006,0,103.49,91.58,81.46,76.79,131.56
1007,0,104.46,91.48,81.72,78.14,131.93
1008,0,104.77,90.96,81.78,78.59,134.18
1009,1,104.89,87.98,81.81,79.65,134.27
1010,0,100,100,80,60,120
1011,0,100.1,98.07,80.13,60.75,122.27
1012,0,100.13,97.21,80.4,61.15,122.99
1013,0,100.14,96.97,80.56,62.18,123.43
1014,0,100.19,96.36,80.57,64.58,123.88
1015,0,100.29,94.85,80.75,65.98,125.7
1016,0,100.58,94.57,80.9,71.74,126.2
1017,0,100.77,93.23,80.9,72.27,126.67
1018,0,101.17,92.1,81.15,72.98,130.9
1019,1,101.45,91.87,81.22,74.79,132.81
1020,0,100,100,80,60,120
1021,0,100.55,99.88,80.47,60.84,120.3
1022,0,100.59,98.4,80.53,61.42,122.05
1023,0,100.63,98.25,80.77,62.78,122.25
1024,0,100.91,96.42,80.77,63.05,122.58
1025,0,101.02,96.02,80.9,63.32,122.96
1026,0,101.17,95.34,81,66.6,123.19
1027,0,101.35,95.04,81.42,66.79,124.16
1028,0,101.47,93.78,81.46,66.9,126.02
1029,0,102.03,93.55,82.02,67.3,126.03
1030,0,102.51,92.86,82.85,67.39,126.57
1031,0,102.96,92.18,82.87,67.66,129.34
1032,0,102.99,90.68,83.48,72.63,131.86
1033,1,103.09,89.52,83.51,75.02,132.42
1034,0,100,100,80,60,120
1035,0,100.06,99.69,80.38,60.7,120.58
1036,0,100.11,99.4,80.41,63.71,121.54
1037,0,100.98,97.6,80.54,63.79,122.85
1038,0,101.12,97.38,80.61,64.11,123.36
1039,0,101.45,93.77,80.8,67.14,123.67
1040,0,101.92,93.68,80.83,69.45,126.58
1041,0,101.99,92.91,81.41,70.72,127.69
1042,0,102.71,92.83,81.45,70.93,127.7
1043,0,102.89,90.98,81.49,71.2,129.17
1044,1,104.06,89.06,81.56,71.75,130.23
1045,0,100,100,80,60,120
1046,0,100.03,98.02,80.06,60.29,120.67
1047,0,100.26,97.64,80.57,61.35,121.05
1048,0,100.9,96.95,80.65,62.74,121.18
1049,0,101.15,96.21,80.7,63.08,122.07
1050,0,101.59,95.43,80.94,63.62,123.19
1051,0,101.75,95.34,80.97,64.23,124.77
1052,0,101.8,95.29,81.06,64.47,130.93
1053,0,102.63,94.9,81.07,67.45,130.96
1054,0,102.85,94.79,81.49,68.66,131.34
1055,0,103.25,94.67,81.52,68.85,131.63
1056,0,103.51,94.51,81.85,70.16,133.11
1057,0,103.66,93.61,82.19,71.64,133.36
1058,0,104.84,93.59,82.33,72.72,134.33
1059,0,105.98,92.67,82.6,73.37,134.82
1060,0,106.55,92.14,82.62,73.38,136.52
1061,0,106.89,90.61,82.65,74.45,137.1
1062,0,107.13,90.53,82.76,74.5,139.18
1063,1,107.31,87.57,82.8,74.85,139.54
1064,0,100,100,80,60,120
1065,0,100.46,97.58,80.19,60.21,120.09
1066,0,100.59,97.23,80.34,60.3,122.32
1067,0,100.71,97.01,80.59,60.58,122.75
1068,0,101.02,95.29,80.76,63.91,125.13
1069,0,101.3,94.47,80.99,63.94,126.4
1070,0,101.38,93.86,81.14,64.33,128.86
1071,0,101.6,93.49,81.53,66.74,128.9
1072,1,101.65,92.38,81.77,68.55,129.55
1073,0,100,100,80,60,120
1074,0,100.23,95.36,80.02,60,126.18
1075,0,100.25,95.18,80.04,60.87,127.79
1076,0,100.35,95.11,80.22,63.23,128.69
1077,0,101.06,92.62,80.45,66.3,128.9
1078,0,101.71,91.01,80.45,68.01,129.08
1079,0,102.23,90.8,80.52,69.57,129.45
1080,0,102.52,90.71,80.54,70.28,129.76
1081,0,103.23,90.53,80.74,71.36,130.73
1082,0,103.72,90.06,81.2,71.59,130.99
1083,1,104.07,89.78,81.4,72.67,132.15
1084,0,100,100,80,60,120
1085,0,100.22,99.8,80.33,61.63,122.53
1086,0,100.56,99.3,80.77,62.04,123.32
1087,0,101.58,96.48,80.86,63.92,124.77
1088,0,101.58,96.27,81.06,66.04,127.56
1089,0,101.93,96.06,81.52,67.22,129.56
1090,0,102,95.7,81.88,67.66,131.81
1091,0,102.03,94.63,82.13,68,133.98
1092,0,102.36,92.95,82.21,68.22,135.15
1093,0,102.75,92.34,82.52,69.37,135.33
1094,0,102.78,91.11,82.78,70.05,136.26
1095,0,102.86,90.7,83,70.86,137.62
1096,0,103.02,90.66,83.35,71.67,138.74
1097,0,103.59,90.4,83.35,72.27,139.58
1098,1,103.67,89.36,83.42,74.13,140.42
1099,0,100,100,80,60,120
1100,0,101.13,99.69,80.36,62.29,120.22
1101,0,101.23,99.57,80.68,62.37,122.26
1102,0,101.57,98.45,80.69,62.75,123.08
1103,0,102.34,97.65,80.72,63.81,123.56
1104,0,102.67,96.9,81.03,66.15,124.08
1105,0,102.78,95.5,81.41,67.07,127.92
1106,0,102.93,93.8,81.83,67.54,127.99
1107,1,103.22,92.54,81.86,67.71,130.58
1108,0,100,100,80,60,120
1109,0,100.21,99.34,80.23,60.3,120.23
1110,0,100.27,98.9,80.23,61.56,121.56
1111,0,100.39,98.84,80.38,62.1,121.67
1112,0,101.35,98.35,80.54,65.41,124.03
1113,0,101.72,96.53,80.86,68.16,125.14
1114,0,102.09,96.46,81.66,68.42,126.43
1115,0,103.33,96.28,82.03,69.07,127.45
1116,0,104.07,95.66,82.36,69.81,127.78
1117,0,105.29,95.47,82.59,70.49,128.64
1118,0,106.47,94.87,82.82,71.13,130.86
1119,0,106.47,94.06,83.36,71.98,131.91
1120,0,106.85,93.78,83.39,73.27,132.01
1121,0,107.12,92.23,83.57,73.43,132.41
1122,0,107.78,91.93,84.07,73.71,132.42
1123,0,108.38,91.42,84.09,79.67,132.86
1124,0,109.46,90.06,84.1,80.86,134.57
1125,1,110.68,89.95,84.18,81.32,135.09
1126,0,100,100,80,60,120
1127,0,100.48,98.53,80.1,60.17,120.14
1128,0,100.51,97.94,80.21,65.22,120.28
1129,0,100.94,97.72,80.3,66.06,121.54
1130,0,101,97.14,80.4,68.29,125.41
1131,0,101.31,96.93,80.4,68.62,126.39
1132,0,101.51,96.38,80.74,68.9,126.73
1133,0,101.56,95.88,80.76,70.66,126.89
1134,0,101.87,95.16,81.19,71.45,129.36
1135,0,101.91,94.02,81.23,71.64,129.72
1136,0,102.75,93.71,81.5,71.7,131.36
1137,0,102.81,90.59,81.69,71.9,132.55
1138,0,103.09,90.2,81.95,73.55,134.77
1139,1,103.41,89.81,82.02,73.58,135.02
1140,0,100,100,80,60,120
1141,0,100.21,99.32,80.04,62.12,121.35
1142,0,100.38,96.62,80.15,64.08,121.35
1143,0,100.41,93.06,80.42,64.34,123.2
1144,1,100.75,88.89,80.43,66.28,123.33
1145,0,100,100,80,60,120
1146,0,100.05,99.46,80.04,60.13,122.38
1147,0,100.45,98.9,80.16,66.05,123.21
1148,0,100.96,97.05,80.81,66.14,124.78
1149,0,101.14,94.17,80.9,66.18,124.81
1150,0,101.43,94.07,80.92,66.42,125.91
1151,0,101.97,93.85,81.28,67.66,127.15
1152,1,102.28,87.85,81.39,71.1,127.53
1153,0,100,100,80,60,120
1154,0,100.15,98.93,80.02,60.38,120.45
1155,0,100.37,95.5,80.03,60.48,121.72
1156,0,100.42,95.32,80.05,61.88,122.43
1157,0,100.51,94.85,80.14,64.22,122.63
1158,0,100.84,93.7,80.37,64.46,123.26
1159,0,101.1,93,80.42,64.93,125.31
1160,0,101.75,92.93,80.43,67.3,129.89
1161,0,102.47,92.29,80.55,67.42,130.83
1162,0,103.18,90.32,80.71,68.65,130.93
1163,1,103.18,88.5,80.86,69.28,132.26
1164,0,100,100,80,60,120
1165,0,100.69,99.63,80.11,60.4,120.58
1166,0,101.04,98.54,80.44,61.61,126.05
1167,0,101.06,94.41,80.59,62.72,126.19
1168,0,101.92,94.34,80.65,63.02,126.53
1169,0,102.14,94.18,80.69,63.38,126.68
1170,0,102.49,93.35,80.75,64.86,126.97
1171,0,103.18,93.25,80.77,65.42,128.28
1172,0,103.86,92.15,81.41,66.03,128.53
1173,0,104.46,91.72,81.54,66.78,129.2
1174,0,104.55,90.6,81.81,67.99,129.53
1175,1,104.9,89.85,81.82,68.32,131.59
1176,0,100,100,80,60,120
1177,0,100.52,99.26,80.09,61.2,122.05
1178,0,100.81,98.27,80.27,61.45,123.55
1179,0,100.9,97.83,80.67,62.15,125.71
1180,0,101.92,97.78,80.8,63.53,125.83
1181,0,102.17,97.6,80.85,63.91,125.94
1182,0,102.24,97.48,80.9,66.46,126.95
1183,0,102.41,95.12,80.97,67.45,127.11
1184,0,102.79,95.04,81.01,68.01,129.62
1185,0,103.48,93.75,81.45,71.61,134.52
1186,0,103.51,92.42,81.54,71.72,134.68
1187,0,103.83,91.88,81.76,71.8,135.71
1188,0,103.94,91.32,81.84,76.08,136.95
1189,0,104.25,90.56,81.99,76.86,137.05
1190,1,104.29,89.28,82.11,78.71,137.53
1191,0,100,100,80,60,120
1192,0,100.02,99.47,80.04,62.42,121.57
1193,0,100.05,95.5,80.23,62.68,123.42
1194,0,100.08,94.59,80.45,63.5,123.85
1195,0,100.6,93.52,80.49,64.75,124.33
1196,0,100.86,93.38,80.62,67.1,124.64
1197,0,101.72,93.08,80.78,67.21,126.01
1198,0,102.17,92.78,80.8,68.03,126.7
